site_id,date,newt_count,latitude_pipe,longitude_pipe
15,5/23/24,1,35.93584335,-83.93946126
15,5/23/24,1,35.93593282,-83.9394491
15,5/23/24,0,35.93588833,-83.93942647
15,5/23/24,0,35.93537754,-83.9394964
15,5/23/24,0,35.93510843,-83.93947026
15,5/23/24,2,35.93537754,-83.9394964
15,5/23/24,2,35.93537754,-83.9394964
15,5/23/24,0,35.9354622,-83.93928242
15,5/23/24,0,35.93553354,-83.93942659
15,5/23/24,1,35.93460654,-83.93942322
15,5/23/24,0,35.93565135,-83.93911439
15,5/23/24,0,35.93664605,-83.93871176
15,5/23/24,0,35.9354622,-83.93928242
15,5/23/24,0,35.9354622,-83.93928242
15,5/23/24,0,35.93445536,-83.9387223
15,5/23/24,0,35.93445536,-83.9387223
15,5/23/24,0,35.93414782,-83.93890739
15,5/23/24,0,35.93266312,-83.93864051
15,5/23/24,0,35.93266312,-83.93864051
15,5/23/24,1,35.93266312,-83.93864051
15,5/23/24,0,35.93263575,-83.93865178
15,5/23/24,0,35.93263575,-83.93865178
15,5/23/24,1,35.93263575,-83.93865178
15,5/23/24,0,35.93263575,-83.93865178
15,5/23/24,2,35.93246128,-83.93865178
15,5/23/24,0,35.93246128,-83.93865178
15,5/23/24,2,35.93247268,-83.93866445
15,5/23/24,3,35.9354622,-83.93928242
15,5/23/24,1,35.93532529,-83.93934389
15,5/23/24,0,35.9354622,-83.93928242
15,5/23/24,1,35.93563177,-83.93927587
15,5/23/24,2,35.93563177,-83.93927587
15,5/23/24,2,35.93561682,-83.93927587
15,5/23/24,0,35.93600143,-83.9393407
15,5/23/24,2,35.93663237,-83.93934709
15,5/23/24,1,35.93713137,-83.93928846
15,5/23/24,0,35.93336517,-83.87665846
15,5/23/24,0,35.93495962,-83.93948289
15,5/23/24,0,35.93468459,-83.93940333
15,5/23/24,1,35.93468459,-83.93940333
15,5/23/24,0,35.93461645,-83.93940945
7,6/12/24,4,35.95696023,-83.86814537
7,6/12/24,1,35.95686184,-83.86815594
7,6/12/24,2,35.95677321,-83.86823422
7,6/12/24,0,35.95677321,-83.86823422
7,6/12/24,2,35.95677321,-83.86823422
